Bird_ID,Tagged_By,Recovery_Time_days,Observation_Counts
B4756,Researcher_A,30,19
B4759,Researcher_C,10,48
B4760,Researcher_C,18,9
B4762,Researcher_A,59,19
B4764,Researcher_B,41,48
B4765,Researcher_C,72,88
B4770,Researcher_B,114,21
B4774,Researcher_B,93,54
B4775,Researcher_A,27,37
B4776,Researcher_C,62,22
B4777,Researcher_B,93,69
B4778,Researcher_C,2,77
B4780,Researcher_C,1,98
B4782,Researcher_B,53,95
B4783,Researcher_B,118,76
B4784,Researcher_A,47,37
B4785,Researcher_A,25,51
B4786,Researcher_A,97,40
B4787,Researcher_A,94,84
B4788,Researcher_C,61,69
B4791,Researcher_B,74,40
B4793,Researcher_B,91,59
B4794,Researcher_A,9,42
B4795,Researcher_C,17,49
B4796,Researcher_B,13,93
B4798,Researcher_B,80,20
B4800,Researcher_C,8,6
B4801,Researcher_C,76,61
B4803,Researcher_A,93,27
B4804,Researcher_C,102,61
B4807,Researcher_A,98,77
B4809,Researcher_A,62,74
B4813,Researcher_C,62,31
B4814,Researcher_B,65,37
B4816,Researcher_A,92,10
B4817,Researcher_B,37,16
B4818,Researcher_C,16,53
B4821,Researcher_A,64,78
B4822,Researcher_C,45,81
B4823,Researcher_A,60,71
B4824,Researcher_A,82,63
B4826,Researcher_C,62,53
B4827,Researcher_C,104,56
B4828,Researcher_B,112,60
B4830,Researcher_C,85,43
B4831,Researcher_B,79,63
B4834,Researcher_B,37,55
B4835,Researcher_B,98,85
B4836,Researcher_B,23,84
B4838,Researcher_A,75,40
B4841,Researcher_C,71,8
B4843,Researcher_B,23,25
B4848,Researcher_A,17,16
B4850,Researcher_C,108,91
B4852,Researcher_C,34,7
B4855,Researcher_B,24,6
B4856,Researcher_A,64,56
B4857,Researcher_B,60,4
B4858,Researcher_A,47,99
B4859,Researcher_A,15,21
B4860,Researcher_B,88,62
B4861,Researcher_C,40,41
B4862,Researcher_C,91,8
B4863,Researcher_C,77,71
B4868,Researcher_B,87,27
B4870,Researcher_B,53,45
B4872,Researcher_C,59,47
B4874,Researcher_C,112,73
B4876,Researcher_A,37,7
B4878,Researcher_A,112,12
B4881,Researcher_B,99,92
B4884,Researcher_A,63,68
B4885,Researcher_C,64,37
B4886,Researcher_A,16,47
B4887,Researcher_B,68,96
B4888,Researcher_A,7,23
B4889,Researcher_B,94,68
B4891,Researcher_B,82,25
B4892,Researcher_C,18,9
B4893,Researcher_C,94,8
B4894,Researcher_B,70,98
B4895,Researcher_C,79,61
B4896,Researcher_A,114,29
B4897,Researcher_B,28,84
B4898,Researcher_A,63,54
B4900,Researcher_A,109,86
B4904,Researcher_C,69,42
B4906,Researcher_B,62,63
B4908,Researcher_C,8,99
B4910,Researcher_C,28,33
B4912,Researcher_C,52,71
B4913,Researcher_B,37,17
B4914,Researcher_B,80,51
B4915,Researcher_C,61,9
B4916,Researcher_A,33,82
B4917,Researcher_A,101,91
B4918,Researcher_C,45,51
B4919,Researcher_A,95,5
B4920,Researcher_A,39,46
B4921,Researcher_B,93,27
B4923,Researcher_B,65,56
B4924,Researcher_A,30,68
B4925,Researcher_C,95,24
B4926,Researcher_A,7,18
B4929,Researcher_A,32,98
B4930,Researcher_B,18,60
B4933,Researcher_A,20,96
B4934,Researcher_A,49,16
B4936,Researcher_C,91,35
B4937,Researcher_B,24,69
B4938,Researcher_C,104,19
B4939,Researcher_C,28,32
B4942,Researcher_C,87,52
B4944,Researcher_B,57,36
B4948,Researcher_C,106,84
B4950,Researcher_C,45,93
B4954,Researcher_C,62,64
B4956,Researcher_B,26,83
B4957,Researcher_C,106,8
B4958,Researcher_B,3,69
B4960,Researcher_A,71,12
B4963,Researcher_C,54,18
B4964,Researcher_B,102,5
B4965,Researcher_B,119,99
B4966,Researcher_A,28,86
B4971,Researcher_A,101,5
B4973,Researcher_B,7,89
B4975,Researcher_B,24,63
B4980,Researcher_C,16,50
B4985,Researcher_A,27,72
B4986,Researcher_C,89,70
B4991,Researcher_B,19,4
B4993,Researcher_B,5,77
B4995,Researcher_B,46,13
B4998,Researcher_C,119,16
B5001,Researcher_B,80,65
B5004,Researcher_C,63,93
B5010,Researcher_B,106,39
B5011,Researcher_C,73,53
B5016,Researcher_C,26,81
B5017,Researcher_A,69,8
B5019,Researcher_C,112,24
B5020,Researcher_C,36,91
B5022,Researcher_C,11,74
B5023,Researcher_C,82,59
B5024,Researcher_B,22,99
B5027,Researcher_A,58,36
B5031,Researcher_B,103,17
B5032,Researcher_A,114,2
B5033,Researcher_B,16,67
B5035,Researcher_C,87,55
B5037,Researcher_B,53,27
B5038,Researcher_C,19,47
B5039,Researcher_B,6,41
B5040,Researcher_A,108,21
B5044,Researcher_C,39,11
B5045,Researcher_C,58,66
B5046,Researcher_C,50,88
B5047,Researcher_B,24,59
B5050,Researcher_C,6,77
B5051,Researcher_C,104,27
B5052,Researcher_C,105,57
B5053,Researcher_B,3,64
B5054,Researcher_B,50,78
B5055,Researcher_C,81,99
B5056,Researcher_A,59,90
B5058,Researcher_A,72,23
B5064,Researcher_A,43,3
B5066,Researcher_A,75,88
B5067,Researcher_B,59,47
B5069,Researcher_B,7,18
B5070,Researcher_C,43,46
B5072,Researcher_A,16,76
B5073,Researcher_A,89,78
B5076,Researcher_B,15,37
B5078,Researcher_A,72,53
B5081,Researcher_A,25,76
B5082,Researcher_A,42,33
B5083,Researcher_A,12,16
B5085,Researcher_C,62,68
B5086,Researcher_B,32,6
B5088,Researcher_C,82,44
B5089,Researcher_B,99,21
B5090,Researcher_A,95,7
B5092,Researcher_B,71,54
B5093,Researcher_A,6,46
B5094,Researcher_B,20,39
B5095,Researcher_A,67,46
B5097,Researcher_A,44,19
B5098,Researcher_C,106,54
B5099,Researcher_B,15,71
B5105,Researcher_A,80,73
B5106,Researcher_C,59,96
B5107,Researcher_C,75,25
B5109,Researcher_B,4,85
B5110,Researcher_C,52,78
B5111,Researcher_A,95,67
B5113,Researcher_A,5,67
B5114,Researcher_A,5,60
B5115,Researcher_C,77,46
B5117,Researcher_C,96,54
B5119,Researcher_B,52,48
B5120,Researcher_A,36,4
B5122,Researcher_B,14,40
B5124,Researcher_B,102,27
B5125,Researcher_C,5,35
B5127,Researcher_B,86,31
B5129,Researcher_C,111,96
B5132,Researcher_C,111,20
B5133,Researcher_B,102,45
B5135,Researcher_A,85,73
B5136,Researcher_C,71,12
B5137,Researcher_A,63,8
B5138,Researcher_C,57,67
B5141,Researcher_A,9,88
B5142,Researcher_A,15,8
B5143,Researcher_A,100,39
B5145,Researcher_B,67,58
B5146,Researcher_C,56,49
B5147,Researcher_C,52,17
B5149,Researcher_C,15,59
B5150,Researcher_A,105,97
B5152,Researcher_C,48,71
B5154,Researcher_A,88,25
B5156,Researcher_C,6,6
B5157,Researcher_B,50,17
B5162,Researcher_B,32,21
B5163,Researcher_B,73,17
B5168,Researcher_C,7,27
B5169,Researcher_A,103,27
B5170,Researcher_C,90,67
B5171,Researcher_C,29,15
B5173,Researcher_A,106,29
B5174,Researcher_C,65,65
B5176,Researcher_B,97,14
B5177,Researcher_B,112,3
B5178,Researcher_B,19,20
B5183,Researcher_C,108,20
B5188,Researcher_A,65,9
B5189,Researcher_C,82,98
B5190,Researcher_C,69,18
B5192,Researcher_B,116,81
B5195,Researcher_A,41,63
B5196,Researcher_C,44,53
B5200,Researcher_B,114,73
B5203,Researcher_C,18,1
B5204,Researcher_C,31,14
B5205,Researcher_C,25,72
B5207,Researcher_C,104,67
B5211,Researcher_B,8,41
B5212,Researcher_A,4,42
B5213,Researcher_B,67,41
B5217,Researcher_C,47,85
B5218,Researcher_A,115,2
B5219,Researcher_B,76,85
B5220,Researcher_C,79,70
B5221,Researcher_A,26,12
B5222,Researcher_C,118,31
B5225,Researcher_B,25,48
B5229,Researcher_A,50,24
B5231,Researcher_B,28,7
B5232,Researcher_C,54,41
B5234,Researcher_A,17,69
B5235,Researcher_A,62,87
B5237,Researcher_A,17,34
B5238,Researcher_A,8,10
B5240,Researcher_C,69,20
B5241,Researcher_B,115,92
B5243,Researcher_C,47,31
B5247,Researcher_C,74,16
B5248,Researcher_A,95,63
B5255,Researcher_A,37,86
B5256,Researcher_B,80,23
B5257,Researcher_B,78,15
B5258,Researcher_A,85,79
B5259,Researcher_B,52,36
B5260,Researcher_A,21,21
B5262,Researcher_C,70,84
B5263,Researcher_A,11,93
B5264,Researcher_C,119,50
B5265,Researcher_C,32,58
B5266,Researcher_B,48,73
B5267,Researcher_C,12,18
B5268,Researcher_C,85,88
B5270,Researcher_B,78,57
B5271,Researcher_B,29,67
B5276,Researcher_C,8,13
B5279,Researcher_B,55,61
B5281,Researcher_B,53,47
B5283,Researcher_B,115,81
B5284,Researcher_B,87,40
B5289,Researcher_C,15,73
B5290,Researcher_B,52,17
B5291,Researcher_A,75,44
B5292,Researcher_B,68,19
B5294,Researcher_A,68,77
B5295,Researcher_A,15,19
B5297,Researcher_A,60,18
B5300,Researcher_C,67,97
B5301,Researcher_A,112,81
B5303,Researcher_B,119,82
B5305,Researcher_C,88,28
B5306,Researcher_C,66,90
B5307,Researcher_C,15,45
B5309,Researcher_A,73,89
B5310,Researcher_B,23,80
B5312,Researcher_C,31,64
B5316,Researcher_B,29,48
B5317,Researcher_C,95,85
B5320,Researcher_C,2,89
B5321,Researcher_B,22,5
B5323,Researcher_A,57,75
B5324,Researcher_C,89,40
B5325,Researcher_A,111,82
B5332,Researcher_A,44,62
B5333,Researcher_A,106,19
B5335,Researcher_C,57,9
B5339,Researcher_A,26,30
B5342,Researcher_B,104,87
B5343,Researcher_A,15,34
B5346,Researcher_A,52,24
B5347,Researcher_C,72,92
B5349,Researcher_B,62,33
B5352,Researcher_C,25,40
B5355,Researcher_B,116,6
B5356,Researcher_B,23,28
B5357,Researcher_A,108,91
B5360,Researcher_C,20,17
B5364,Researcher_A,19,98
B5366,Researcher_C,68,10
B5370,Researcher_C,7,69
B5371,Researcher_B,8,48
B5372,Researcher_A,112,41
B5375,Researcher_A,115,87
B5377,Researcher_A,13,97
B5380,Researcher_C,21,41
B5382,Researcher_B,29,60
B5386,Researcher_B,68,95
B5387,Researcher_A,2,5
B5388,Researcher_A,74,26
B5389,Researcher_A,27,10
B5392,Researcher_C,112,60
B5393,Researcher_A,93,11
B5394,Researcher_C,11,10
B5395,Researcher_A,36,27
B5396,Researcher_B,67,86
B5397,Researcher_A,83,43
B5400,Researcher_C,74,6
B5402,Researcher_A,43,98
B5403,Researcher_A,66,44
B5404,Researcher_C,47,56
B5405,Researcher_C,64,51
B5406,Researcher_A,13,93
B5407,Researcher_A,67,79
B5408,Researcher_A,48,1
B5411,Researcher_A,72,5
B5412,Researcher_B,50,35
B5414,Researcher_A,25,27
B5417,Researcher_B,61,17
B5419,Researcher_B,42,90
B5421,Researcher_C,52,9
B5425,Researcher_B,106,13
B5429,Researcher_B,95,68
B5430,Researcher_C,73,47
B5433,Researcher_C,54,61
B5435,Researcher_A,108,66
B5436,Researcher_A,66,70
B5438,Researcher_A,36,89
B5439,Researcher_A,101,33
B5441,Researcher_A,60,13
B5443,Researcher_C,23,71
B5450,Researcher_B,104,6
B5452,Researcher_A,31,3
B5453,Researcher_A,116,11
B5456,Researcher_B,25,35
B5459,Researcher_A,65,15
B5462,Researcher_B,30,96
B5463,Researcher_B,79,98
B5464,Researcher_C,53,48
B5465,Researcher_B,108,64
B5466,Researcher_B,23,90
B5467,Researcher_B,18,9
B5468,Researcher_A,117,6
B5471,Researcher_C,58,30
B5473,Researcher_B,25,16
B5477,Researcher_A,78,54
B5479,Researcher_C,19,18
B5481,Researcher_C,90,8
B5483,Researcher_B,86,71
B5484,Researcher_C,102,9
B5487,Researcher_B,37,12
B5488,Researcher_A,39,71
B5489,Researcher_C,118,62
B5491,Researcher_C,85,74
B5495,Researcher_C,85,97
B5496,Researcher_A,117,25
B5497,Researcher_B,113,32
B5498,Researcher_C,21,50
B5499,Researcher_B,9,90
B5501,Researcher_A,60,82
B5504,Researcher_A,13,15
B5505,Researcher_C,19,65
B5506,Researcher_C,61,99
B5507,Researcher_C,34,85
B5509,Researcher_B,113,53
B5510,Researcher_B,86,88
B5511,Researcher_B,14,41
B5516,Researcher_A,68,8
B5517,Researcher_C,106,69
B5518,Researcher_B,97,95
B5520,Researcher_B,25,87
B5521,Researcher_A,55,5
B5522,Researcher_A,116,95
B5523,Researcher_B,45,14
B5526,Researcher_B,104,6
B5529,Researcher_C,29,25
B5531,Researcher_B,90,70
B5532,Researcher_B,59,52
B5533,Researcher_B,41,96
B5534,Researcher_A,48,13
B5535,Researcher_A,102,73
B5537,Researcher_C,3,98
B5540,Researcher_B,56,26
B5545,Researcher_B,115,39
B5546,Researcher_A,62,86
B5551,Researcher_B,101,24
B5557,Researcher_B,59,32
B5560,Researcher_C,56,18
B5562,Researcher_B,24,22
B5563,Researcher_B,82,92
B5564,Researcher_B,114,2
B5565,Researcher_C,4,80
B5566,Researcher_B,49,90
B5567,Researcher_B,20,87
B5569,Researcher_C,38,52
B5573,Researcher_C,14,14
B5575,Researcher_B,40,34
B5576,Researcher_B,113,32
B5579,Researcher_B,29,32
B5584,Researcher_B,88,22
B5587,Researcher_A,66,48
B5588,Researcher_B,65,72
B5589,Researcher_B,91,34
B5590,Researcher_B,64,68
B5592,Researcher_C,92,65
B5593,Researcher_A,64,18
B5596,Researcher_A,78,81
B5597,Researcher_B,7,49
B5598,Researcher_B,4,72
B5599,Researcher_A,83,44
B5602,Researcher_B,98,45
B5603,Researcher_C,22,50
B5604,Researcher_B,93,25
B5606,Researcher_A,77,76
B5608,Researcher_A,61,28
B5611,Researcher_C,51,64
B5612,Researcher_C,102,58
B5613,Researcher_A,80,4
B5614,Researcher_A,108,78
B5615,Researcher_A,19,13
B5616,Researcher_A,66,75
B5617,Researcher_B,79,30
B5618,Researcher_A,104,34
B5619,Researcher_A,86,32
B5620,Researcher_C,83,78
B5621,Researcher_C,23,81
B5624,Researcher_B,61,59
B5626,Researcher_B,12,77
B5628,Researcher_B,97,28
B5632,Researcher_A,100,88
B5635,Researcher_A,33,5
B5636,Researcher_B,109,46
B5638,Researcher_B,17,60
B5639,Researcher_A,66,84
B5642,Researcher_C,77,79
B5643,Researcher_B,75,8
B5645,Researcher_B,58,53
B5646,Researcher_B,64,42
B5647,Researcher_A,11,40
B5648,Researcher_B,15,34
B5651,Researcher_C,83,2
B5654,Researcher_B,100,35
B5656,Researcher_B,94,15
B5657,Researcher_C,117,67
B5658,Researcher_B,11,15
B5659,Researcher_C,40,37
B5663,Researcher_C,25,51
B5671,Researcher_C,70,10
B5675,Researcher_B,42,50
B5678,Researcher_A,83,9
B5680,Researcher_A,105,26
B5681,Researcher_B,71,34
B5683,Researcher_A,75,4
B5684,Researcher_C,75,61
B5685,Researcher_A,109,66
B5686,Researcher_A,110,93
B5688,Researcher_B,70,25
B5692,Researcher_C,50,96
B5693,Researcher_A,67,40
B5697,Researcher_C,5,7
B5698,Researcher_C,116,40
B5700,Researcher_B,37,89
B5703,Researcher_C,111,73
B5707,Researcher_C,71,25
B5709,Researcher_C,86,70
B5710,Researcher_A,31,39
B5716,Researcher_A,30,81
B5717,Researcher_A,108,66
B5720,Researcher_B,14,5
B5721,Researcher_A,59,17
B5730,Researcher_C,88,31
B5732,Researcher_C,82,7
B5736,Researcher_A,103,37
B5737,Researcher_A,28,39
B5739,Researcher_B,95,22
B5740,Researcher_B,94,66
B5741,Researcher_B,39,74
B5743,Researcher_A,1,5
B5748,Researcher_A,104,13
B5749,Researcher_B,66,4
B5750,Researcher_C,32,48
B5752,Researcher_B,108,94
B5753,Researcher_B,55,58
B5754,Researcher_B,103,30
B5755,Researcher_C,16,81
B5760,Researcher_A,84,73
B5761,Researcher_B,46,84
B5764,Researcher_C,96,72
B5766,Researcher_B,112,84
B5767,Researcher_C,104,41
B5770,Researcher_A,36,90
B5774,Researcher_A,73,83
B5776,Researcher_A,24,63
B5777,Researcher_B,98,57
B5781,Researcher_B,78,81
B5782,Researcher_C,40,34
B5783,Researcher_B,38,26
B5786,Researcher_B,102,15
B5787,Researcher_A,73,90
B5788,Researcher_A,54,15
B5790,Researcher_B,108,59
B5791,Researcher_A,79,60
B5799,Researcher_C,5,74
B5800,Researcher_B,49,55
B5805,Researcher_A,104,91
B5806,Researcher_C,104,17
B5807,Researcher_C,66,18
B5813,Researcher_A,97,68
B5815,Researcher_B,86,90
B5816,Researcher_C,116,20
B5820,Researcher_B,11,82
B5823,Researcher_B,109,56
B5824,Researcher_A,30,78
B5827,Researcher_B,86,88
B5829,Researcher_C,94,54
B5830,Researcher_A,20,91
B5834,Researcher_C,88,56
B5838,Researcher_C,80,92
B5842,Researcher_C,102,27
B5843,Researcher_C,49,16
B5844,Researcher_C,36,5
B5846,Researcher_A,59,26
B5850,Researcher_C,73,96
B5852,Researcher_A,64,80
B5853,Researcher_B,106,36
B5855,Researcher_C,83,86
B5859,Researcher_C,27,23
B5861,Researcher_B,75,92
B5863,Researcher_B,68,86
B5864,Researcher_B,30,27
B5866,Researcher_B,1,96
B5867,Researcher_C,34,97
B5868,Researcher_B,119,22
B5870,Researcher_A,9,44
B5871,Researcher_C,33,93
B5872,Researcher_A,66,3
B5873,Researcher_A,89,12
B5876,Researcher_A,9,63
B5879,Researcher_B,86,78
B5882,Researcher_A,92,37
B5883,Researcher_C,100,36
B5886,Researcher_B,2,1
B5891,Researcher_C,93,60
B5895,Researcher_A,79,58
B5901,Researcher_A,5,70
B5902,Researcher_C,98,95
B5907,Researcher_B,94,41
B5908,Researcher_B,73,27
B5909,Researcher_C,108,18
B5910,Researcher_C,3,79
B5911,Researcher_C,16,10
B5912,Researcher_A,19,69
B5914,Researcher_C,80,90
B5915,Researcher_C,117,19
B5916,Researcher_C,32,99
B5921,Researcher_A,116,64
B5922,Researcher_B,41,53
B5923,Researcher_A,62,80
B5924,Researcher_A,2,25
B5926,Researcher_A,70,46
B5927,Researcher_B,96,26
B5928,Researcher_B,69,77
B5932,Researcher_C,57,45
B5934,Researcher_A,95,68
B5936,Researcher_C,29,48
B5937,Researcher_A,110,46
B5939,Researcher_B,56,22
B5941,Researcher_C,71,80
B5943,Researcher_B,77,60
B5947,Researcher_B,100,83
B5948,Researcher_A,64,73
B5951,Researcher_B,74,67
B5952,Researcher_A,66,78
B5953,Researcher_A,20,24
B5957,Researcher_C,92,21
B5959,Researcher_A,29,80
B5962,Researcher_B,92,39
B5963,Researcher_B,104,5
B5967,Researcher_B,109,97
B5968,Researcher_C,119,96
B5969,Researcher_A,37,87
B5970,Researcher_A,52,85
B5971,Researcher_B,99,98
B5974,Researcher_C,65,66
B5980,Researcher_A,82,60
B5984,Researcher_A,108,19
B5985,Researcher_A,114,51
B5986,Researcher_A,119,62
B5988,Researcher_B,63,81
B5991,Researcher_B,25,67
B5992,Researcher_B,15,28
B5994,Researcher_C,61,33
B5995,Researcher_A,47,82
B5996,Researcher_C,56,32
B5997,Researcher_C,100,41
B5998,Researcher_C,91,45
B5999,Researcher_C,102,51
B6000,Researcher_A,109,61
B6002,Researcher_B,42,40
B6003,Researcher_A,52,68
B6004,Researcher_A,46,67
B6006,Researcher_C,52,39
B6007,Researcher_C,43,65
B6008,Researcher_A,103,53
B6011,Researcher_A,3,92
B6012,Researcher_B,55,5
B6013,Researcher_A,9,99
B6014,Researcher_C,112,66
B6018,Researcher_A,67,88
B6022,Researcher_C,48,95
B6023,Researcher_B,81,53
B6025,Researcher_C,88,41
B6026,Researcher_C,87,65
B6032,Researcher_C,61,57
B6034,Researcher_B,114,4
B6035,Researcher_A,52,90
B6036,Researcher_B,76,30
B6037,Researcher_C,114,67
B6038,Researcher_A,38,84
B6039,Researcher_C,40,76
B6040,Researcher_B,20,1
B6043,Researcher_B,95,25
B6044,Researcher_A,94,1
B6045,Researcher_A,53,33
B6050,Researcher_C,20,65
B6051,Researcher_C,77,44
B6053,Researcher_C,33,83
B6054,Researcher_B,103,48
B6058,Researcher_B,13,53
B6059,Researcher_B,2,81
B6060,Researcher_B,71,51
B6061,Researcher_A,38,41
B6066,Researcher_C,26,61
B6070,Researcher_C,75,4
B6073,Researcher_A,57,83
B6074,Researcher_A,95,59
B6075,Researcher_A,85,93
B6077,Researcher_B,98,69
B6078,Researcher_C,39,28
B6080,Researcher_A,67,29
B6081,Researcher_A,75,28
B6082,Researcher_C,116,8
B6084,Researcher_A,31,59
B6087,Researcher_A,12,95
B6089,Researcher_B,14,38
B6091,Researcher_A,84,20
B6092,Researcher_C,28,11
B6096,Researcher_B,13,10
B6101,Researcher_A,102,70
B6102,Researcher_C,114,66
B6104,Researcher_B,34,77
B6105,Researcher_C,86,40
B6107,Researcher_C,33,97
B6108,Researcher_B,39,80
B6109,Researcher_A,73,62
B6110,Researcher_B,101,86
B6111,Researcher_C,46,89
B6112,Researcher_B,96,10
B6113,Researcher_A,55,35
B6114,Researcher_C,39,78
B6117,Researcher_C,55,69
B6119,Researcher_A,80,37
B6124,Researcher_C,87,14
B6125,Researcher_C,117,22
B6127,Researcher_B,61,75
B6128,Researcher_A,50,94
B6131,Researcher_B,116,57
B6134,Researcher_B,53,39
B6135,Researcher_B,3,35
B6136,Researcher_B,32,10
B6138,Researcher_A,94,70
B6140,Researcher_C,58,79
B6142,Researcher_C,71,67
B6143,Researcher_B,3,93
B6144,Researcher_C,95,55
B6149,Researcher_A,45,18
B6150,Researcher_B,81,27
B6151,Researcher_B,3,37
B6154,Researcher_A,85,45
B6156,Researcher_A,73,52
B6157,Researcher_C,40,20
B6158,Researcher_A,25,84
B6159,Researcher_B,98,20
B6161,Researcher_C,3,38
B6162,Researcher_A,77,17
B6163,Researcher_C,44,87
B6164,Researcher_B,61,28
B6167,Researcher_B,81,68
B6169,Researcher_A,95,92
B6171,Researcher_C,47,48
B6172,Researcher_C,94,79
B6173,Researcher_C,31,7
B6174,Researcher_A,93,84
B6175,Researcher_B,98,10
B6178,Researcher_C,9,94
B6179,Researcher_B,74,62
B6180,Researcher_C,90,65
B6182,Researcher_B,12,45
B6183,Researcher_C,8,81
B6187,Researcher_A,81,1
B6190,Researcher_C,1,47
B6191,Researcher_B,100,76
B6192,Researcher_C,14,81
B6193,Researcher_B,79,98
B6194,Researcher_B,15,21
B6195,Researcher_A,23,21
B6196,Researcher_A,105,53
B6197,Researcher_A,9,88
B6203,Researcher_C,50,13
B6204,Researcher_A,51,65
B6205,Researcher_B,38,22
B6206,Researcher_C,81,66
B6207,Researcher_A,27,19
B6210,Researcher_B,6,96
B6211,Researcher_C,13,84
B6214,Researcher_C,107,81
B6215,Researcher_C,80,40
B6216,Researcher_C,79,5
B6217,Researcher_C,107,77
B6218,Researcher_A,58,76
B6219,Researcher_A,19,36
B6221,Researcher_A,99,99
B6223,Researcher_A,21,39
B6224,Researcher_A,58,68
B6225,Researcher_B,4,89
B6226,Researcher_B,45,31
B6227,Researcher_A,71,49
B6228,Researcher_B,66,97
B6229,Researcher_C,106,25
B6231,Researcher_B,36,22
B6233,Researcher_A,9,91
B6235,Researcher_B,81,71
B6236,Researcher_C,69,64
B6237,Researcher_B,93,34
B6238,Researcher_C,25,97
B6242,Researcher_B,113,5
B6243,Researcher_A,64,25
B6245,Researcher_C,4,62
B6246,Researcher_C,30,80
B6250,Researcher_A,80,51
B6252,Researcher_A,8,53
B6253,Researcher_C,5,67
B6256,Researcher_C,98,67
B6257,Researcher_C,1,33
B6261,Researcher_C,7,89
B6263,Researcher_C,38,62
B6265,Researcher_C,102,71
B6266,Researcher_C,112,16
B6268,Researcher_B,108,13
B6269,Researcher_B,56,94
B6270,Researcher_B,61,72
B6271,Researcher_B,12,47
B6272,Researcher_A,69,72
B6273,Researcher_A,43,29
B6275,Researcher_A,34,18
B6276,Researcher_B,49,77
B6280,Researcher_C,28,7
B6281,Researcher_C,50,72
B6283,Researcher_A,50,36
B6287,Researcher_C,25,53
B6288,Researcher_C,24,98
B6290,Researcher_B,19,41
B6291,Researcher_B,106,98
B6292,Researcher_C,21,27
B6294,Researcher_C,119,47
B6295,Researcher_A,66,13
B6296,Researcher_C,34,88
B6298,Researcher_B,49,17
B6299,Researcher_C,72,40
B6302,Researcher_C,101,93
B6303,Researcher_A,45,95
B6304,Researcher_C,6,79
B6307,Researcher_A,116,88
B6309,Researcher_C,118,63
B6310,Researcher_B,1,8
B6315,Researcher_C,85,18
B6316,Researcher_B,37,79
B6320,Researcher_A,108,16
B6322,Researcher_A,94,31
B6323,Researcher_B,11,82
B6324,Researcher_A,53,7
B6328,Researcher_C,65,47
B6329,Researcher_A,12,22
B6331,Researcher_A,95,65
B6332,Researcher_B,79,40
B6333,Researcher_A,14,71
B6334,Researcher_C,116,18
B6335,Researcher_B,108,27
B6336,Researcher_B,50,18
B6338,Researcher_A,34,26
B6339,Researcher_A,106,74
B6340,Researcher_A,92,75
B6341,Researcher_B,49,34
B6342,Researcher_A,89,35
B6344,Researcher_C,103,82
B6346,Researcher_C,60,29
B6348,Researcher_B,85,65
B6353,Researcher_A,85,89
B6355,Researcher_C,97,6
B6357,Researcher_C,62,75
B6358,Researcher_A,52,78
B6359,Researcher_B,111,64
B6360,Researcher_C,44,37
B6362,Researcher_B,56,60
B6363,Researcher_C,49,71
B6364,Researcher_B,42,83
B6365,Researcher_B,90,18
B6368,Researcher_A,105,3
B6370,Researcher_C,21,18
B6372,Researcher_C,100,38
B6373,Researcher_B,109,45
B6375,Researcher_C,66,91
B6377,Researcher_A,81,23
B6381,Researcher_A,113,73
B6383,Researcher_C,40,89
B6385,Researcher_B,73,36
B6386,Researcher_C,61,95
B6389,Researcher_B,68,48
B6390,Researcher_C,12,27
B6391,Researcher_C,45,85
B6394,Researcher_A,97,19
B6395,Researcher_C,6,41
B6396,Researcher_C,45,41
B6397,Researcher_C,3,59
B6399,Researcher_B,2,10
B6401,Researcher_A,89,57
B6403,Researcher_B,55,56
B6406,Researcher_C,40,79
B6409,Researcher_C,26,70
B6411,Researcher_B,8,86
B6413,Researcher_B,112,60
B6419,Researcher_B,107,59
B6422,Researcher_A,101,93
B6424,Researcher_A,78,88
B6425,Researcher_A,109,2
B6426,Researcher_C,101,48
B6427,Researcher_C,77,98
B6429,Researcher_B,46,53
B6434,Researcher_C,30,54
B6439,Researcher_A,105,20
B6443,Researcher_A,36,71
B6444,Researcher_C,87,51
B6446,Researcher_B,39,44
B6448,Researcher_C,47,96
B6449,Researcher_A,3,1
B6450,Researcher_A,85,75
B6451,Researcher_A,49,31
B6457,Researcher_B,23,57
B6460,Researcher_C,66,18
B6464,Researcher_B,25,37
B6466,Researcher_C,81,68
B6469,Researcher_C,32,32
B6473,Researcher_C,92,81
B6475,Researcher_B,116,92
B6477,Researcher_A,89,82
B6480,Researcher_B,10,60
B6481,Researcher_C,109,71
B6485,Researcher_B,43,74
B6486,Researcher_B,34,2
B6487,Researcher_A,31,58
B6489,Researcher_C,95,82
B6490,Researcher_C,86,23
B6494,Researcher_B,106,23
B6495,Researcher_B,72,48
B6497,Researcher_C,97,24
B6503,Researcher_C,21,58
B6506,Researcher_A,115,77
B6508,Researcher_B,5,83
B6518,Researcher_B,67,94
B6519,Researcher_C,108,28
B6520,Researcher_C,71,9
B6526,Researcher_A,87,61
B6527,Researcher_C,71,30
B6528,Researcher_C,2,8
B6529,Researcher_B,32,51
B6532,Researcher_C,36,44
B6539,Researcher_A,94,80
B6541,Researcher_A,81,55
B6544,Researcher_B,82,31
B6547,Researcher_C,58,73
B6548,Researcher_A,45,68
B6549,Researcher_C,17,40
B6554,Researcher_A,81,27
B6556,Researcher_B,46,91
B6558,Researcher_C,52,96
B6561,Researcher_B,82,41
B6563,Researcher_C,10,29
B6566,Researcher_B,81,24
B6567,Researcher_A,40,3
B6568,Researcher_B,82,74
B6571,Researcher_A,1,91
